1,A,1 Hosteter Avenue,1,1,$,1,restaurantsite.com
2,B,2 Hosteter Avenue,1,1,$,2,restaurantsite.com
3,C,3 Hosteter Avenue,1,1,$,3,restaurantsite.com
4,D,4 Hosteter Avenue,1,1,$$,4,restaurantsite.com
5,E,5 Hosteter Avenue,1,1,$$,5,restaurantsite.com
6,F,6 Hosteter Avenue,1,1,$$,6,restaurantsite.com
7,G,7 Hosteter Avenue,1,1,$$$,7,restaurantsite.com
8,H,8 Hosteter Avenue,1,1,$$$,8,restaurantsite.com
9,I,9 Hosteter Avenue,1,1,$$$,9,restaurantsite.com
10,J,10 Hosteter Avenue,1,1,$$$$,10,restaurantsite.com
11,K,11 Hosteter Avenue,1,1,$$$$,11,restaurantsite.com
12,L,12 Hosteter Avenue,1,1,$$$$,12,restaurantsite.com
13,M,13 Hosteter Avenue,1,1,$$$$$,13,restaurantsite.com
14,N,14 Hosteter Avenue,1,1,$$$$$,14,restaurantsite.com
15,O,15 Hosteter Avenue,1,1,$$$$$,15,restaurantsite.com
16,P,16 Hosteter Avenue,1,2,$,16,restaurantsite.com
17,Q,17 Hosteter Avenue,1,2,$,17,restaurantsite.com
18,R,18 Hosteter Avenue,1,2,$,18,restaurantsite.com
19,S,19 Hosteter Avenue,1,2,$$,19,restaurantsite.com
20,T,20 Hosteter Avenue,1,2,$$,20,restaurantsite.com
21,U,21 Hosteter Avenue,1,2,$$,21,restaurantsite.com
22,V,22 Hosteter Avenue,1,2,$$$,22,restaurantsite.com
23,W,23 Hosteter Avenue,1,2,$$$,23,restaurantsite.com
24,X,24 Hosteter Avenue,1,2,$$$,24,restaurantsite.com
25,Y,25 Hosteter Avenue,1,2,$$$$,25,restaurantsite.com
26,Z,26 Hosteter Avenue,1,2,$$$$,26,restaurantsite.com
27,AA,27 Hosteter Avenue,1,2,$$$$,27,restaurantsite.com
28,BB,28 Hosteter Avenue,1,2,$$$$$,28,restaurantsite.com
29,CC,29 Hosteter Avenue,1,2,$$$$$,29,restaurantsite.com
30,DD,30 Hosteter Avenue,1,2,$$$$$,30,restaurantsite.com
31,EE,31 Hosteter Avenue,1,3,$,31,restaurantsite.com
32,F,32 Hosteter Avenue,1,3,$,32,restaurantsite.com
33,G,33 Hosteter Avenue,1,3,$,33,restaurantsite.com
34,H,34 Hosteter Avenue,1,3,$$,34,restaurantsite.com
35,I,35 Hosteter Avenue,1,3,$$,35,restaurantsite.com
36,JJ,36 Hosteter Avenue,1,3,$$,36,restaurantsite.com
37,KK,37 Hosteter Avenue,1,3,$$$,37,restaurantsite.com
38,LL,38 Hosteter Avenue,1,3,$$$,38,restaurantsite.com
39,MM,39 Hosteter Avenue,1,3,$$$,39,restaurantsite.com
40,NN,40 Hosteter Avenue,1,3,$$$$,40,restaurantsite.com
41,OO,41 Hosteter Avenue,1,3,$$$$,41,restaurantsite.com
42,PP,42 Hosteter Avenue,1,3,$$$$,42,restaurantsite.com
43,Q,43 Hosteter Avenue,1,3,$$$$$,43,restaurantsite.com
44,RR,44 Hosteter Avenue,1,3,$$$$$,44,restaurantsite.com
45,SS,45 Hosteter Avenue,1,3,$$$$$,45,restaurantsite.com
46,TT,46 Hosteter Avenue,1,4,$,46,restaurantsite.com
47,UU,47 Hosteter Avenue,1,4,$,47,restaurantsite.com
48,V,48 Hosteter Avenue,1,4,$,48,restaurantsite.com
49,WW,49 Hosteter Avenue,1,4,$$,49,restaurantsite.com
50,X,50 Hosteter Avenue,1,4,$$,50,restaurantsite.com
51,Y,51 Hosteter Avenue,1,4,$$,51,restaurantsite.com
52,Z,52 Hosteter Avenue,1,4,$$$,52,restaurantsite.com
53,AAA,53 Hosteter Avenue,1,4,$$$,53,restaurantsite.com
54,BBB,54 Hosteter Avenue,1,4,$$$,54,restaurantsite.com
55,CCC,55 Hosteter Avenue,1,4,$$$$,55,restaurantsite.com
56,DDD,56 Hosteter Avenue,1,4,$$$$,56,restaurantsite.com
57,EEE,57 Hosteter Avenue,1,4,$$$$,57,restaurantsite.com
58,FFF,58 Hosteter Avenue,1,4,$$$$$,58,restaurantsite.com
59,GGG,59 Hosteter Avenue,1,4,$$$$$,59,restaurantsite.com
60,HHH,60 Hosteter Avenue,1,4,$$$$$,60,restaurantsite.com
61,III,61 Hosteter Avenue,1,5,$,61,restaurantsite.com
62,JJJ,62 Hosteter Avenue,1,5,$,62,restaurantsite.com
63,LLL,63 Hosteter Avenue,1,5,$,63,restaurantsite.com
64,MMM,64 Hosteter Avenue,1,5,$$,64,restaurantsite.com
65,NNM,65 Hosteter Avenue,1,5,$$,65,restaurantsite.com
66,OOO,66 Hosteter Avenue,1,5,$$,66,restaurantsite.com
67,PPP,67 Hosteter Avenue,1,5,$$$,67,restaurantsite.com
68,QQQ,68 Hosteter Avenue,1,5,$$$,68,restaurantsite.com
69,RRR,69 Hosteter Avenue,1,5,$$$,69,restaurantsite.com
70,SSS,70 Hosteter Avenue,1,5,$$$$,70,restaurantsite.com
71,TTT,71 Hosteter Avenue,1,5,$$$$,71,restaurantsite.com
72,UUU,72 Hosteter Avenue,1,5,$$$$,72,restaurantsite.com
